file,exception
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/models/backendconfiguration.py,"BackendConfigurationError(f""Couldn't find the Channel - {channel}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/models/backendconfiguration.py,"BackendConfigurationError(
    f""This backend - '{self.backend_name}' does not provide channel information.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/models/backendconfiguration.py,KeyError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/models/backendconfiguration.py,"BackendConfigurationError(f""Couldn't find the qubit - {qubit}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/models/backendconfiguration.py,"BackendConfigurationError(
    f""This backend - '{self.backend_name}' does not provide channel information.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/models/backendconfiguration.py,"BackendConfigurationError(""Can only describe ControlChannels."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/models/backendconfiguration.py,"BackendConfigurationError(f""Invalid channel name - '{channel}' found."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/statevector_simulator.py,"BasicAerError(
    f""Number of qubits {num_qubits} is greater than maximum ({max_qubits}) ""
    f'for ""{self.name()}"".'
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/basicaertools.py,"QiskitError(""Gate is not a valid basis gate for this simulator: %s"" % gate)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/basicaertools.py,"QiskitError(""Total number of free indexes limited to 26"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/basicaerprovider.py,"QiskitBackendNotFoundError(
    f""The '{name}' backend is not installed in your system.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/basicaerprovider.py,"QiskitError(f""Backend {backend_cls} could not be instantiated: {err}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/unitary_simulator.py,"BasicAerError(
    f""initial unitary is incorrect shape: {shape} != 2 ** {required_shape}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/unitary_simulator.py,"BasicAerError(""initial unitary is not a square matrix"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/unitary_simulator.py,"BasicAerError(""initial unitary is not unitary"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/unitary_simulator.py,"BasicAerError(err_msg.format(backend, operation.name))"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/unitary_simulator.py,"BasicAerError(
    f""Number of qubits {n_qubits} is greater than maximum ({max_qubits}) ""
    f'for ""{self.name()}"".'
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/unitary_simulator.py,"BasicAerError(
    f'Unsupported ""{self.name()}"" instruction ""{operation.name}""'
    f' in circuit ""{name}"".'
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/qasm_simulator.py,"BasicAerError(
    f""initial statevector is incorrect length: {length} != {required_dim}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/qasm_simulator.py,"BasicAerError(f""initial statevector is not normalized: norm {norm} != 1"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/qasm_simulator.py,"BasicAerError(""Invalid boolean function relation."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/qasm_simulator.py,"BasicAerError(err_msg.format(backend, operation.name))"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/providers/basicaer/qasm_simulator.py,"BasicAerError(
    f""Number of qubits {n_qubits} is greater than maximum ({max_qubits}) ""
    f'for ""{self.name()}"".'
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/evolution/product_formula.py,"NotImplementedError(
    ""Cannot serialize a product formula with a custom atomic evolution.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/evolution/lie_trotter.py,"NotImplementedError(
    ""Cannot serialize a product formula with a custom atomic evolution.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/evolution/evolution_synthesis.py,NotImplementedError
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/evolution/evolution_synthesis.py,"NotImplementedError(
    ""The settings property is not implemented for the base interface.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear/cnot_synth.py,"QiskitError(
    ""state should be of type list or numpy.ndarray, ""
    ""but was of the type {}"".format(type(state))
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear/linear_depth_lnn.py,"QiskitError(""The input matrix is not invertible."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear/linear_matrix_utils.py,"QiskitError(""Matrix to invert is a non-square matrix."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear/linear_matrix_utils.py,"QiskitError(""The matrix is not invertible."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear/linear_circuits_utils.py,"CircuitError(""The circuit contains non-CX gates."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear/linear_circuits_utils.py,"QiskitError(""The matrix is not invertible."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear/linear_circuits_utils.py,"CircuitError(""The circuit has two-qubits gates different than CX."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/commutator_decompose.py,"ValueError(f""Axis must be a 1d array of length 3, but has shape {axis.shape}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/commutator_decompose.py,"ValueError(f""Axis must have a norm of 1, but has {np.linalg.norm(axis)}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/commutator_decompose.py,"ValueError(""Input matrix is not orthogonal."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/gate_sequence.py,"ValueError(f""Matrix must have shape (3, 3) or (2, 2) but has {matrix.shape}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/gate_sequence.py,"ValueError(f""Matrix must have shape (2, 2) but has {matrix.shape}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/gate_sequence.py,"ValueError(f""Determinant of matrix must be 1, but is {np.linalg.det(matrix)}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/gate_sequence.py,"ValueError(f""Matrix must have shape (3, 3) but has {matrix.shape}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/gate_sequence.py,"ValueError(f""Determinant of matrix must be 1, but is {np.linalg.det(matrix)}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/solovay_kitaev.py,"ValueError(""Shape of U must be (3, 3) but is"", sequence.shape)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/discrete_basis/generate_basis_approximations.py,"ValueError(f""Invalid gate identifier: {gate}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_greedy.py,"QiskitError(""Symplectic Gaussian elimination fails."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_greedy.py,"QiskitError(""Symplectic Gaussian elimination fails."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(""The matrix Cmat after Gauss elimination has wrong rank."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(""The matrix after Gauss elimination has wrong rank."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(
    ""After Gauss elimination, the final num_qubits - rank rows""
    ""contain non-zero elements""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(""The state is not a graph state."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(""The stabilizer state is not a graph state."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(
    ""The multiplication of stabx_inv and stab_z is not a symmetric matrix.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(""The given Clifford is not Hadamard-free."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(
    ""The multiplication of the inverse of destabx and""
    ""destabz is not a symmetric matrix.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_layers.py,"QiskitError(""num_qubits is not the same for the original clifford and the target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_bm.py,"QiskitError(""Can only decompose up to 3-qubit Clifford circuits."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_bm.py,"QiskitError(""Failed to reduce Clifford CX cost."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/clifford/clifford_decompose_bm.py,"Exception(""No Clifford CX cost function for num_qubits > 3."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/linear_phase/cnot_phase_synth.py,"QiskitError('Size of ""cnots"" and ""angles"" do not match.')"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/stabilizer/stabilizer_decompose.py,"QiskitError(""The input is not a StabilizerState."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/stabilizer/stabilizer_decompose.py,"QiskitError(""num_qubits is not the same for the original clifford and the target."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/cnotdihedral/cnotdihedral_decompose_two_qubits.py,"QiskitError(
    ""Cannot decompose a CNOT-Dihedral element with more than 2 qubits. ""
    ""use synth_cnotdihedral_full function instead.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/cnotdihedral/cnotdihedral_decompose_two_qubits.py,"QiskitError(""1-qubit element in not CNOT-Dihedral ."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/cnotdihedral/cnotdihedral_decompose_two_qubits.py,"QiskitError(""2-qubit element in not CNOT-Dihedral ."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/cnotdihedral/cnotdihedral_decompose_general.py,"QiskitError(""Linear part is not invertible."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/cnotdihedral/cnotdihedral_decompose_general.py,"QiskitError(""Cannot do Gauss elimination on linear part."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/synthesis/cnotdihedral/cnotdihedral_decompose_general.py,"QiskitError(""Could not recover phase polynomial."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must be one of '{values}', was '{value}'."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value >= {minimum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value > {minimum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value <= {maximum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value < {maximum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value >= {minimum} and <= {maximum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value > {minimum} and < {maximum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value > {minimum} and <= {maximum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/validation.py,"ValueError(f""{name} must have value >= {minimum} and < {maximum}, was {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/units.py,"ValueError(f""Could not understand unit: {unit}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/units.py,"ValueError(f""Input should be real number. Cannot convert {value}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/units.py,"ValueError(f""Value is out of range: {value}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/lazy_tester.py,"MissingOptionalLibraryError(
    libname=self._name, name=feature, pip_install=self._install, msg=self._msg
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/lazy_tester.py,"ValueError(""no modules supplied"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/lazy_tester.py,"ValueError(""no command supplied"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/measurement_error_mitigation.py,"QiskitError(
    ""The used qubit index are different. ({}) vs ({}).\nCurrently, ""
    ""we only support all circuits using the same set of qubits ""
    ""regardless qubit order."".format(qubit_index, measured_qubits)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/measurement_error_mitigation.py,"QiskitError(
    ""The used qubit index are different. ({}) vs ({}).\nCurrently, ""
    ""we only support all circuits using the same set of qubits ""
    ""regardless qubit order."".format(qubit_index, measured_qubits)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/measurement_error_mitigation.py,"QiskitError(""The measured qubit list can not be []."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/measurement_error_mitigation.py,"QiskitError(f""Unknown fitter {fitter_cls}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/measurement_error_mitigation.py,"QiskitError(f""Unknown fitter {fitter_cls}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/measurement_error_mitigation.py,"QiskitError(""The measured qubit list can not be []."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/measurement_error_mitigation.py,"QiskitError(f""Unknown fitter {fitter_cls}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/name_unnamed_args.py,"ValueError(f""Name collapse on {default_name}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/name_unnamed_args.py,"ValueError(f""Name collapse on {default_name}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/algorithm_globals.py,"QiskitError(f""Invalid Number of Processes {num_processes}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/algorithm_globals.py,"QiskitError(
    ""Number of Processes {} cannot be greater than cpu count {}."".format(
        num_processes, QiskitAlgorithmGlobals.CPU_COUNT
    )
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(f""Unknown fitter {meas_class}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(f""Unknown fitter {meas_instance}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(
    ""The noise model is not supported ""
    ""on the selected backend {} ({}) ""
    ""only certain backends, such as Aer qasm simulator ""
    ""support noise."".format(self.backend_name, _get_backend_provider(self._backend))
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(
    ""backend_options can not used with the backends in IBMQ provider.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(
    ""Measurement error mitigation does not work with the statevector simulation.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(
    ""{} doesn't support subset_fitter."".format(
        meas_error_mitigation_fitter.__class__.__name__
    )
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(
    ""backend_options can not be used with this backend ""
    ""{} ({})."".format(self.backend_name, _get_backend_provider(self._backend))
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(
    ""'{}' is only applicable for qasm simulator but ""
    ""statevector simulator is used as the backend.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"QiskitError(
    ""The noise model is not supported on the selected backend {} ({}) ""
    ""only certain backends, such as Aer qasm support ""
    ""noise."".format(self.backend_name, _get_backend_provider(self._backend))
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"ValueError(f""unknown setting for the key ({k})."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"TypeError(""max_job_retries parameter must be an integer"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/quantum_instance.py,"ValueError(
    ""max_job_retries must either be a positive integer or -1(for infinite trials)""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/entangler_map.py,"ValueError(""map_type only supports 'full', 'linear' or 'sca' type."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/entangler_map.py,"TypeError(""The type of entangler map is changed to list of list."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/entangler_map.py,"TypeError(""Entangler map type 'list' expected"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/entangler_map.py,"TypeError(f""Entangle index list expected but got {type(src_to_targ)}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/entangler_map.py,"ValueError(f""Qubit entangle source value {src} invalid for {num_qubits} qubits"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/entangler_map.py,"ValueError(f""Qubit entangle target value {targ} invalid for {num_qubits} qubits"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/entangler_map.py,"ValueError(f""Qubit {src} and {targ} cross-entangled."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/run_circuits.py,"QiskitError(
    f""job id: {job_id}, status: 'FAIL_TO_GET_STATUS' Unknown error: ({ex})""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/run_circuits.py,"QiskitError(f""Max retry limit reached. Failed to get status for job with id {job_id}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/run_circuits.py,"QiskitError(
    f""Max retry limit reached. Failed to get result for job id {job_id}""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/run_circuits.py,"QiskitError(
    f""Max retry limit reached. Failed to get result for job with id {job_id} ""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/run_circuits.py,"QiskitError(f""Circuit execution failed: {msg}"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/run_circuits.py,"MissingOptionalLibraryError(
    libname=""qiskit-ibmq-provider"",
    name=""_safe_submit_circuits"",
    pip_install=""pip install qiskit-ibmq-provider"",
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/run_circuits.py,"QiskitError(""Max retry limit reached. Failed to submit the qobj correctly"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/deprecation.py,"ValueError(
    ""@deprecate_arg cannot be used with functions that take variable *args. Use ""
    ""warnings.warn() directly instead.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/deprecation.py,"ValueError(
    ""@deprecate_arg cannot be used with functions that take variable *args. Use ""
    ""warnings.warn() directly instead.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/deprecation.py,"TypeError(f""{func_name} received both {new_alias} and {old_arg_name} (deprecated)."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/deprecation.py,"ValueError(
    ""Deprecation messages cannot contain new lines (`\\n`), but the deprecation for ""
    f'{func.__qualname__} had them. Usually this happens when using `""""""` multiline '
    f""strings; instead, use string concatenation.\n\n""
    ""This is a simplification to facilitate deprecation messages being added to the ""
    ""documentation. If you have a compelling reason to need ""
    ""new lines, feel free to improve this function or open a request at ""
    ""https://github.com/Qiskit/qiskit-terra/issues.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/deprecation.py,"ValueError(
    ""add_deprecation_to_docstring cannot currently handle when a Napoleon ""
    ""metadata line like 'Args' is the very first line of docstring, ""
    f'e.g. `""""""Args:`. So, it cannot process {func.__qualname__}. Instead, '
    f'move the metadata line to the second line, e.g.:\n\n""""""\nArgs:'
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/circuits.py,"QiskitError(""Must give one of a qubit_list or a qr"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/circuits.py,"QiskitError(""Must give one of mit_pattern or qr"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/circuits.py,"QiskitError(
    ""mit_pattern cannot contain multiple instances of the same qubit""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(""Calibration matrix is not initialized"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(""Qubit sublist must be specified"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(""Qubit not in the original set of qubits"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"ValueError(""mit_pattern does not match substate_labels_list"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(""Cal matrix has not been set"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(""Calibration matrices are not initialized."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(""Qubit sublist must be specified."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(
    f""Each element in the mit pattern should have length 1. Found {self._mit_pattern}.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/fitters.py,"QiskitError(f""Qubit {qubit} is not in the mit pattern {self._mit_pattern}."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/_filters.py,"QiskitError(
    f""Unexpected state label '{data_label}'.""
    "" Verify the fitter's state labels correspond to the input data.""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/_filters.py,"QiskitError(
    ""Data list is not an integer multiple of the number of calibrated states""
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/_filters.py,"QiskitError(""Unrecognized type for raw_data."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/_filters.py,"QiskitError(""Unrecognized method."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/_filters.py,"QiskitError(""Unrecognized type for raw_data."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/utils/mitigation/_filters.py,"QiskitError(""Unrecognized method."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmlexer.py,"QasmError(""Invalid include: must be a quoted string."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmlexer.py,"QasmError('Invalid syntax, missing "";"" at line', str(lineno))"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmlexer.py,"QasmError(
    ""Include file %s cannot be found, line %s, file %s""
    % (incfile, str(next_token.lineno), self.filename)
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmlexer.py,"QasmError(
    ""Unable to match any token rule, got -->%s<-- ""
    ""Check your OPENQASM source and any include statements."" % t.value[0]
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasm.py,"QasmError(""Missing input file and/or data"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasm.py,"QasmError(""File and data must not both be specified initializing qasm"")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Duplicate declaration for"",
    obj.type + "" '"" + obj.name + ""' at line"",
    str(obj.line) + "", file"",
    obj.file + "".\nPrevious occurrence at line"",
    str(prev.line) + "", file"",
    prev.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Cannot find symbol '"" + obj.name + ""' in argument list for gate, line"",
    str(obj.line),
    ""file"",
    obj.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(""Bit"", obj.name, ""is not declared as a bit in the gate."")"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Argument '""
    + children.name
    + ""' in expression cannot be ""
    + ""found, line"",
    str(children.line),
    ""file"",
    children.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Cannot find gate definition for '"" + obj.name + ""', line"",
    str(obj.line),
    ""file"",
    obj.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""'""
    + obj.name
    + ""' is used as a gate ""
    + ""or opaque call but the symbol is neither;""
    + "" it is a '""
    + g_sym.type
    + ""' line"",
    str(obj.line),
    ""file"",
    obj.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Gate or opaque call to '"" + obj.name + ""' uses"",
    str(bitlist.size()),
    ""qubits but is declared for"",
    str(g_sym.n_bits()),
    ""qubits"",
    ""line"",
    str(obj.line),
    ""file"",
    obj.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Gate or opaque call to '"" + obj.name + ""' uses"",
    str(arglist.size()),
    ""qubits but is declared for"",
    str(g_sym.n_args()),
    ""qubits"",
    ""line"",
    str(obj.line),
    ""file"",
    obj.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Gate or opaque call to '""
    + obj.name
    + ""' has no arguments but is declared for"",
    str(g_sym.n_args()),
    ""qubits"",
    ""line"",
    str(obj.line),
    ""file"",
    obj.file,
)"
data/qiskit-terra-version-0.24.1-commit-e0c061d/qiskit/qasm/qasmparser.py,"QasmError(
    ""Cannot find definition for"",
    object_type,
    ""'"" + obj.name + ""'"",
    ""at line"",
    str(obj.line),
    ""file"",
    obj.file,
)"
